Customer ID,Customer_Name,Region,Segment,Recency,Frequency,Monetary,Total_Profit,R_Score,F_Score,M_Score,RFM_Score,RFM_Total,RFM_Segment,KMeans_Cluster
TB-21400,Tom Boeckenhauer,West,Consumer,203,7,9133.99,2798.3689,2,4,5,245,11,À Risque,0
TB-21520,Tracy Blumstein,East,Consumer,108,9,4737.486,-1603.0451,2,5,5,255,12,À Risque,2
TB-21595,Troy Blackwell,Central,Consumer,286,5,1387.559,-136.4091,1,2,2,122,5,À Risque,1
TB-21625,Trudy Brown,Central,Consumer,31,9,2797.668,379.882,4,5,4,454,13,Champions,2
TC-20980,Tamara Chand,West,Corporate,400,5,19052.218,8981.323900000001,1,2,5,125,8,À Risque,0
TC-21145,Theresa Coyne,East,Corporate,107,1,1038.26,265.5332,2,1,2,212,5,Perdus,4
TC-21295,Toby Carlisle,West,Consumer,28,8,4266.812,606.3727,4,4,4,444,12,Champions,2
TC-21475,Tony Chapman,South,Home Office,154,9,1244.976,119.104,2,5,2,252,9,À Risque,2
TC-21535,Tracy Collins,South,Home Office,5,7,742.5580000000001,217.933,5,4,1,541,10,Potentiel Élevé,4
TD-20995,Tamara Dahlen,East,Consumer,38,9,1434.5480000000002,88.1897,4,5,2,452,11,Potentiel Élevé,2
TG-21310,Toby Gnade,West,Consumer,338,5,3058.372,682.1704,1,3,4,134,8,À Risque,1
TG-21640,Trudy Glocke,West,Consumer,115,4,2074.661,365.7205,2,2,3,223,7,À Risque,4
TH-21100,Thea Hendricks,West,Consumer,345,5,2422.824,-135.2125,1,3,3,133,7,À Risque,1
TH-21115,Thea Hudgings,East,Corporate,59,4,2942.772,-252.5539,3,2,4,324,9,Potentiel Élevé,4
TH-21235,Tiffany House,Central,Corporate,118,8,1022.201,92.729,2,4,2,242,8,À Risque,2
TH-21550,Tracy Hopkins,East,Home Office,73,7,4234.0960000000005,-571.9678,3,4,4,344,11,Clients Fidèles,2
TM-21010,Tamara Manning,West,Consumer,104,8,2955.2259999999997,573.3013,3,4,4,344,11,Clients Fidèles,2
TM-21490,Tony Molinari,Central,Consumer,131,3,1094.6779999999999,292.52099999999996,2,1,2,212,5,Perdus,4
TN-21040,Tanja Norvell,West,Home Office,91,7,3130.221,-692.0452,3,4,4,344,11,Clients Fidèles,2
TP-21130,Theone Pippenger,East,Consumer,9,9,4454.0560000000005,1129.1261,5,5,5,555,15,Champions,2
TP-21415,Tom Prescott,West,Consumer,105,5,5329.0048,-1087.3898,2,3,5,235,10,À Risque,4
TP-21565,Tracy Poddar,West,Corporate,351,4,1936.6399999999999,139.22869999999995,1,2,3,123,6,À Risque,1
TR-21325,Toby Ritter,East,Consumer,194,5,675.9419999999999,220.36440000000002,2,3,1,231,6,À Risque,4
TS-21085,Thais Sissman,West,Consumer,358,2,4.833,-3.3156,1,1,1,111,3,Perdus,1
TS-21160,Theresa Swint,East,Corporate,505,6,2163.6240000000003,260.87440000000004,1,3,3,133,7,À Risque,1
TS-21205,Thomas Seio,East,Corporate,199,7,5371.09,862.8877,2,4,5,245,11,À Risque,2
TS-21340,Toby Swindell,Central,Consumer,227,5,974.7819999999999,-184.97889999999998,1,3,2,132,6,À Risque,1
TS-21370,Todd Sumrall,East,Corporate,37,6,11891.751,2371.7144000000003,4,3,5,435,12,Clients Fidèles,0
TS-21430,Tom Stivers,West,Corporate,173,5,2054.14,48.70169999999999,2,3,3,233,8,À Risque,4
TS-21505,Tony Sayre,South,Consumer,12,6,2243.274,11.377899999999983,5,3,3,533,11,Clients Fidèles,4
TS-21610,Troy Staebel,West,Consumer,56,7,2820.424,-294.6981,3,4,4,344,11,Clients Fidèles,2
TS-21655,Trudy Schmidt,Central,Consumer,239,5,3368.094,220.91629999999998,1,3,4,134,8,À Risque,1
TT-21070,Ted Trevino,West,Consumer,32,7,4915.602,751.9567,4,4,5,445,13,Champions,2
TT-21220,Thomas Thornton,Central,Consumer,184,8,1427.0439999999999,278.7371,2,4,2,242,8,À Risque,2
TT-21265,Tim Taslimi,West,Corporate,407,3,439.5,93.9162,1,1,1,111,3,Perdus,1
TT-21460,Tonja Turnell,Central,Home Office,13,7,5364.808,1124.4999,5,4,5,545,14,Champions,2
TW-21025,Tamara Willingham,West,Home Office,65,7,5278.826,737.3905,3,4,5,345,12,Clients Fidèles,2
TZ-21580,Tracy Zic,West,Consumer,36,4,1707.286,224.8887,4,2,2,422,8,Potentiel Élevé,4
VB-21745,Victoria Brennan,South,Corporate,55,6,2005.596,371.2398,3,3,3,333,9,Clients Fidèles,4
VD-21670,Valerie Dominguez,South,Consumer,582,6,6442.254,1617.7874000000002,1,3,5,135,9,À Risque,1
VF-21715,Vicky Freymann,Central,Home Office,14,5,847.944,-96.27799999999999,5,3,1,531,9,Potentiel Élevé,4
VG-21790,Vivek Gonzalez,West,Consumer,155,6,846.01,143.6268,2,3,1,231,6,À Risque,4
VG-21805,Vivek Grady,South,Corporate,287,5,427.372,-52.333,1,3,1,131,5,À Risque,1
VM-21685,Valerie Mitchum,East,Home Office,55,7,2454.866,513.5269,3,4,3,343,10,Clients Fidèles,2
VM-21835,Vivian Mathis,East,Consumer,118,5,380.69,116.6373,2,3,1,231,6,À Risque,4
VP-21730,Victor Preis,West,Home Office,31,3,993.9019999999999,205.3888,4,1,2,412,7,Perdus,4
VP-21760,Victoria Pisteka,West,Corporate,76,7,3360.526,-1018.7768,3,4,4,344,11,Clients Fidèles,2
VS-21820,Vivek Sundaresam,West,Consumer,222,4,1055.981,-262.8093,2,2,2,222,6,À Risque,1
VT-21700,Valerie Takahito,East,Home Office,1001,2,1736.596,-224.08889999999997,1,1,2,112,4,Perdus,3
VW-21775,Victoria Wilson,East,Corporate,29,10,6134.0380000000005,-874.6645,4,5,5,455,14,Champions,2
WB-21850,William Brown,East,Consumer,21,11,6160.102,714.3311,5,5,5,555,15,Champions,2
XP-21865,Xylona Preis,West,Consumer,44,11,2374.658,621.23,4,5,3,453,12,Clients Fidèles,2
YC-21895,Yoseph Carroll,West,Corporate,5,5,5454.35,1305.629,5,3,5,535,13,Clients Fidèles,4
YS-21880,Yana Sorensen,South,Corporate,10,8,6720.4439999999995,1778.2923,5,4,5,545,14,Champions,0
ZC-21910,Zuschuss Carroll,West,Consumer,55,13,8025.707,-1032.1490000000001,3,5,5,355,13,Clients Fidèles,0
ZD-21925,Zuschuss Donatelli,West,Consumer,203,5,1493.944,249.1307,2,3,2,232,7,À Risque,4
